# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-M" "--fraction" "-G" "data/00ref/MG1655.fna" "-T" "16" "-a" "data/00ref/MG1655_LF82_RS00415.gtf" "-o" "results/05counts/read_counts" "results/03map_reads/SRR22989389.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989391.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989390.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989392.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989396.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989394.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989398.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989395.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989399.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989400.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989397.Aligned.sortedByCoord.out.bam" "results/03map_reads/SRR22989393.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/03map_reads/SRR22989389.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989391.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989390.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989392.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989396.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989394.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989398.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989395.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989399.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989400.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989397.Aligned.sortedByCoord.out.bam	results/03map_reads/SRR22989393.Aligned.sortedByCoord.out.bam
b3931	NC_000913.3	4120416	4121747	-	1332	1013.09	531.39	847.06	796.15	1707.56	923.53	2216.04	1707.35	1946.36	2029.28	2493.28	1221.01
b3932	NC_000913.3	4121757	4122287	-	531	299.63	136.75	263.29	284.00	489.56	314.26	562.29	463.11	574.93	562.67	671.67	420.18
b3933	NC_000913.3	4122380	4123339	-	960	339.52	197.97	256.67	298.35	519.71	359.00	668.01	548.67	769.29	712.53	743.70	509.37
b3934	NC_000913.3	4123431	4124456	-	1026	85.19	47.03	45.25	142.50	106.67	166.45	161.39	97.11	179.46	165.01	162.75	211.21
b3935	NC_000913.3	4124612	4126810	-	2199	286.47	123.10	219.39	167.49	224.27	172.35	207.65	255.07	207.07	211.92	334.80	252.83
b3936	NC_000913.3	4127013	4127225	+	213	3238.86	1582.50	2366.87	2357.43	2831.36	3001.47	4780.40	3100.45	4232.26	4494.54	4138.54	3825.32
b3937	NC_000913.3	4127286	4127894	-	609	236.23	106.42	164.50	111.56	303.91	124.57	253.23	326.19	305.22	268.50	514.66	143.87
b3938	NC_000913.3	4128078	4128395	-	318	265.98	146.01	182.11	159.47	358.33	188.37	339.08	340.22	294.12	332.35	511.69	244.75
b3939	NC_000913.3	4128672	4129832	+	1161	126.93	78.81	152.07	174.55	159.58	191.88	238.33	211.63	190.26	241.99	260.13	232.02
b3940	NC_000913.3	4129835	4132267	+	2433	270.99	142.12	213.58	322.44	380.13	322.20	537.33	361.29	448.25	495.63	467.86	528.30
b3941	NC_000913.3	4132616	4133506	+	891	148.86	54.19	103.16	104.21	46.72	126.76	47.95	58.57	39.34	44.47	75.83	217.67
b3942	NC_000913.3	4133835	4136015	+	2181	278.72	134.55	231.72	261.42	510.99	287.46	596.25	538.58	585.90	593.53	724.86	389.36
b3943	NC_000913.3	4136108	4137013	+	906	18.13	16.25	23.45	38.63	34.91	43.19	55.43	44.45	45.45	51.05	45.96	51.98
b3944	NC_000913.3	4137040	4137657	-	618	13.27	6.66	12.74	3.55	10.72	8.03	10.40	8.56	9.33	11.83	11.18	13.94
b3945	NC_000913.3	4137932	4139035	-	1104	63.40	19.12	38.66	17.33	48.62	27.54	37.27	56.25	34.72	26.42	84.12	20.56
b3946	NC_000913.3	4139046	4139708	-	663	5.64	0.11	3.19	3.79	5.11	3.36	3.94	2.67	6.80	8.36	10.34	5.01
b3947	NC_000913.3	4139720	4142221	-	2502	36.51	13.41	22.02	17.76	40.65	23.61	42.73	36.00	66.03	32.03	49.84	31.43
b3949	NC_000913.3	4142530	4143609	+	1080	7.69	8.65	4.10	9.13	15.57	6.59	18.68	16.93	18.42	18.74	27.14	9.68
b3950	NC_000913.3	4143624	4143944	+	321	4.51	4.34	4	4.53	3.48	5.26	2.97	2.01	7.63	4.27	11.01	5.31
b3951	NC_000913.3	4143995	4146292	+	2298	33.37	9.48	15.05	17.69	22.52	17.57	32.44	22.32	30.82	30.37	33.01	33.35
b3952	NC_000913.3	4146258	4147136	+	879	5.13	2.90	3.13	5.07	9.21	7.62	8.47	15.01	14.88	12.00	19.64	8.94
b3953	NC_000913.3	4147138	4147479	+	342	3.77	2.31	2.01	2.17	1	2.33	8.44	9.02	3.33	3.90	1.33	1.47
b3954	NC_000913.3	4147466	4148317	-	852	62.43	37.16	43.08	41.30	71.23	56.75	48.58	73.80	59.27	49.03	131.50	50.30
b3955	NC_000913.3	4148532	4150265	-	1734	254.03	126.16	186.87	331.83	262.34	421.23	393.33	234.88	375.01	408.30	394.73	556.17
b3956	NC_000913.3	4150447	4153098	-	2652	718.82	348.59	503.33	1052.67	620.35	1217.26	690.86	610.78	800.52	800.32	917.65	1851.41
b3957	NC_000913.3	4153696	4154847	-	1152	55.21	39.10	40.93	74.37	44.58	107.31	94.54	61.32	87.49	63.56	89.13	140.22
b3958	NC_000913.3	4155001	4156005	+	1005	82.23	48.02	78.49	111.92	90.67	100.04	124.64	84.12	84.22	123.84	125.27	127.58
b3959	NC_000913.3	4156013	4156789	+	777	7.16	4.47	12.32	22.70	8.04	19.39	27.56	12.90	26.40	35.00	18.94	33.62
b3960	NC_000913.3	4156850	4158223	+	1374	48.62	28.34	32.83	52.97	57.61	73.96	86.28	56.75	99.51	87.49	63.38	118.92
b4458	NC_000913.3	4158278	4158394	-	117	94	52.33	80.50	42.70	241.53	47.25	251.70	263.57	231.75	294.70	453.67	42.73
b3961	NC_000913.3	4158490	4159407	+	918	196.86	119.55	168.78	260.36	200.09	300.00	358.54	241.77	325.07	381.71	341.34	394.64
b3962	NC_000913.3	4159390	4160790	-	1401	252.89	148.46	171.70	328.08	204.43	391.74	251.87	189.92	290.83	316.22	308.76	489.42
b3963	NC_000913.3	4161067	4161771	+	705	327.02	137.96	254.79	360.86	241.12	397.10	424.31	245.80	406.96	395.13	366.30	545.18
b3964	NC_000913.3	4161771	4162130	+	360	95.90	53.62	80	115.33	124.29	140.83	187.65	157.40	214	191.83	170.41	182.49
b3965	NC_000913.3	4162170	4163270	-	1101	1061.16	523.04	835.79	269.56	934.63	304.67	548.86	898.99	549.63	584.34	1299.26	476.22
b3966	NC_000913.3	4163639	4165483	+	1845	209.57	99.56	166.73	346.70	296.84	373.01	484.94	253.08	486.92	481.42	417.80	543.16
b3967	NC_000913.3	4165428	4166285	+	858	379.48	182.13	286.54	436.42	478.44	424.39	636.64	542.52	596.20	662.27	773.73	555.09
b3968	NC_000913.3	4166659	4168200	+	1542	9124.92	4941.54	6534.20	6970.29	8071.70	7493.59	11378.03	7558.89	8217.71	9324.17	12395.16	10471.92
b3969	NC_000913.3	4168372	4168447	+	76	297643.12	273845.01	159699.66	329259.71	262531.67	299068.62	265942.44	312027.88	233046.84	327303.65	332090.88	601421.31
b3970	NC_000913.3	4168641	4171544	+	2904	9370.01	5973.69	8007.39	8832.70	9872.98	8605.88	12027.02	9490.03	9950.23	12069.57	13667.07	12948.87
b3971	NC_000913.3	4171637	4171756	+	120	117.60	61.84	80.52	114.16	122.84	117.32	126.14	91.88	108.44	144.52	153.17	159.98
b3972	NC_000913.3	4172057	4173085	+	1029	152.99	96.87	98.87	217.36	216.23	189.94	286.32	210.23	312.14	302.71	312.36	271.67
b3973	NC_000913.3	4173082	4174047	+	966	139.92	92.26	121.47	197.80	166.29	190.20	238.68	157.50	234.33	221.15	238.04	265.54
b3974	NC_000913.3	4174076	4175026	-	951	249.33	130.24	228.61	383.76	310.76	352.14	590.61	315.57	581.06	598.95	459.95	556.46
b3976	NC_000913.3	4175388	4175463	+	76	126352.85	65165.50	90727.04	130997.01	99896.16	114235.65	111230.07	117952.43	133050.44	114465.19	165025.42	138958.32
b3977	NC_000913.3	4175472	4175556	+	85	43089.24	48380.11	22358.26	46987.66	31225.23	35221.43	30868.13	37068.23	32438.38	34414.22	50541.63	44299.06
b3978	NC_000913.3	4175673	4175747	+	75	82456.19	22650.79	43342.75	36326.26	43570.20	44801.45	55371.79	50353.43	50337.51	53973.95	76594.81	77657.23
b3979	NC_000913.3	4175754	4175829	+	76	77615.27	39451.43	46814.60	73436.50	68665.35	71291.03	82996.18	96650.14	82534.12	90801.87	109713.55	83928.17
b3980	NC_000913.3	4175944	4177128	+	1185	29029.46	13907.50	22698.93	16334.44	35957.76	17454.89	42566.38	36712.96	37910.62	39437.06	53759.47	24291.42
b3981	NC_000913.3	4177358	4177741	+	384	581.45	330.48	455.10	607.06	727.13	634.33	1027.27	806.58	941.06	1051.99	1022.65	867.64
b3982	NC_000913.3	4177743	4178288	+	546	2281.62	1281.30	1998.15	1964.37	2625.66	2168.33	3795.02	2792.85	3204.26	3609.08	4009.90	4116.39
b3983	NC_000913.3	4178447	4178875	+	429	6146.62	3489.22	5541.73	4949.70	6700.05	4914.35	8849.85	6885.48	7933.84	8179.86	9424.94	8312.82
b3984	NC_000913.3	4178879	4179583	+	705	13920.34	7078.53	11246.52	11019.05	14664.14	11701.11	20224.95	14951.18	17530.02	18794.36	21076.87	17608.15
b3985	NC_000913.3	4179996	4180493	+	498	18357.45	7928.43	12610.50	14408.10	18518.56	16852.32	25695.82	18072.78	23789.09	24598.54	26063.29	22012.02
b3986	NC_000913.3	4180560	4180925	+	366	16843.06	9360.50	15028.50	17008.39	21767.01	17987.05	31382.29	21704.43	27884.18	30330.22	32231.18	23316.83
b3987	NC_000913.3	4181245	4185273	+	4029	17809.14	8304.06	13344.32	12903.17	16040.34	14040.48	23317.10	16389.00	20490.47	22009.15	23492.91	20082.80
b3988	NC_000913.3	4185350	4189573	+	4224	22065.57	10659.31	17769.06	15957.55	19753.22	17245.13	28224.54	20094.81	24520.78	26225.27	29006.24	23460.22
b3989	NC_000913.3	4189786	4190325	+	540	11.79	18.08	14.98	17.37	38.48	29.10	34.64	35.24	36.59	34.15	52.24	37.55
b4691	NC_000913.3	4190327	4190487	-	161	604.50	147	302.50	415.95	747.12	682.51	1373.07	682.29	1168.35	1202.21	1422.08	638.58
b3990	NC_000913.3	4190735	4191868	-	1134	20.84	7.85	10.77	31.33	17.91	39.86	23.67	15.92	20.22	26.76	21.97	74.35
b3991	NC_000913.3	4191865	4192635	-	771	15.85	2.87	10.68	34.97	11.47	27.33	22.82	10.08	17.40	15.67	16.37	68.04
b4407	NC_000913.3	4192637	4192837	-	201	2.20	0.70	2.07	9	2.50	8.50	3.20	0.70	3.64	3.67	4	16.22
b3992	NC_000913.3	4192821	4193576	-	756	10.00	6.75	7.91	31.23	4.92	26.11	21.81	10.37	16.13	18.33	21.21	53.77
b3993	NC_000913.3	4193569	4194204	-	636	6.79	6.85	10.50	21.44	7.58	26.01	19.50	3.08	13	18.29	13.52	43.80
b3994	NC_000913.3	4194204	4196099	-	1896	67.21	45.62	66.38	152.53	103.40	176.29	210.67	91.50	208.77	192.78	152.87	280.23
b3995	NC_000913.3	4196332	4196808	-	477	53	38.29	46.58	173.14	51.19	197.71	116.42	43.51	104.08	117.33	100.83	291.40
b3996	NC_000913.3	4196903	4197676	+	774	87.39	44.58	64.24	135.03	90.05	122.74	120.63	79.74	100.03	148.62	133.78	166.00
b3997	NC_000913.3	4197716	4198780	+	1065	91.80	43.98	53.61	192.31	116.09	205.20	326.42	128.97	274.52	317.48	170.57	366.05
b3998	NC_000913.3	4198790	4199461	+	672	69.43	43.45	62.34	120.83	90.82	157.72	183.95	97.01	191.50	174.62	142.16	231.18
b3999	NC_000913.3	4199504	4200094	+	591	131.06	82.52	106.32	139.92	173.86	157.47	224.42	172.13	220.85	226.56	227.79	225.88
b4000	NC_000913.3	4200281	4200553	+	273	1247.56	595.15	914.42	1503.45	1802.71	1563.48	2107.48	1577.08	2330.35	2126.79	2352.05	2405.22
b4001	NC_000913.3	4200566	4201261	+	696	1483.40	475.29	1168.71	1371.84	1765.32	2237.05	1997.38	1644.25	2636.28	2502.75	2949.90	2251.29
b4002	NC_000913.3	4201263	4201688	-	426	0.32	0.12	2.20	2.79	4.53	2.50	2.79	2.14	2.17	0.17	0	1.73
b4003	NC_000913.3	4201926	4203323	+	1398	22.62	9.71	14.03	14.93	13.39	22.25	38.50	15.68	21.03	31.00	33.44	29.61
b4004	NC_000913.3	4203320	4204645	+	1326	32.97	18.77	37.72	26.61	51.93	29.26	61.46	76.01	79.94	72.65	85.16	43.62
b4005	NC_000913.3	4204642	4205931	-	1290	161.62	88.74	116.25	183.75	163.15	166.96	218.75	167.50	188.41	194.84	217.47	195.78
b4006	NC_000913.3	4205943	4207532	-	1590	163.07	81.62	87.39	128.80	132.11	127.04	176.61	119.03	139.41	160.01	207.57	177.24
b4007	NC_000913.3	4208147	4209688	+	1542	8580.10	4547.15	6150.77	6486.19	7491.25	6739.67	10058.64	7119.10	7485.35	8319.24	11471.51	9897.68
b4008	NC_000913.3	4209774	4209849	+	76	298196.96	274160.98	160075.42	329748.76	264463.25	299494.89	268614.80	313907.89	235175.36	329962.33	334847.23	601825.60
b4009	NC_000913.3	4210043	4212946	+	2904	9439.57	5976.63	8177.19	8781.12	9831.55	8567.33	11860.93	9447.19	9815.97	11951.61	13690.36	12917.31
b4010	NC_000913.3	4213040	4213159	+	120	117.32	62.59	79.85	111.81	117.53	116.32	118.52	87.16	107.49	126.43	142.34	158.54
b4011	NC_000913.3	4213234	4213617	+	384	24.92	16.91	22.07	22.39	155.32	34.13	243.10	158.64	199.27	199.73	200.49	39.58
b4012	NC_000913.3	4213680	4214123	-	444	16.42	8.50	14.42	14.67	8.50	11.46	20.33	16.71	131.54	16.85	23.51	25.79
b4013	NC_000913.3	4214280	4215209	+	930	237.36	123.24	173.77	106.20	149.96	115.24	107.62	175.20	86.09	86.87	259.07	156.47
b4014	NC_000913.3	4215478	4217079	+	1602	293.74	153.93	205.89	127.91	252.09	152.41	166.87	306.07	195.21	152.24	387.65	200.10
b4015	NC_000913.3	4217109	4218413	+	1305	299.49	177.08	253.38	134.66	219.55	152.01	120.91	217.75	136.71	120.43	342.04	236.57
b4016	NC_000913.3	4218596	4220332	+	1737	303.43	135.51	228.21	111.90	208.83	112.21	87.31	178.36	75.39	107.10	318.87	180.10
b4830	NC_000913.3	4218879	4218963	+	85	177.78	94	154.50	70.50	113.25	72.37	42.95	96.79	42.75	53.25	183.83	102.92
b4017	NC_000913.3	4220301	4222487	-	2187	9.41	9.61	4.50	7.50	32.06	7.07	48.36	18.53	35.38	37.31	40.03	10.37
b4018	NC_000913.3	4222804	4223628	-	825	209.81	125.42	151.75	311.33	316.76	295.99	518.30	335.86	527.04	466.02	482.88	386.84
b4019	NC_000913.3	4223828	4227511	+	3684	252.39	121.29	182.83	372.75	320.25	441.51	253.98	266.46	365.78	323.30	448.29	647.78
b4020	NC_000913.3	4227731	4229362	+	1632	53.60	21.18	45.20	55.35	69.70	71.86	86.01	82.48	87.68	94.00	104.11	79.20
b4021	NC_000913.3	4229453	4230142	-	690	7.27	4.30	5.17	12.24	11.60	9.91	17.97	12.43	18.90	11.12	19.50	31.60
b4022	NC_000913.3	4230354	4231226	+	873	59.61	33.00	51.89	92.41	77.24	94.73	131.76	80.72	384.85	146.94	123.58	181.29
b4023	NC_000913.3	4231359	4231631	-	273	50.75	18.33	29.61	70.73	35.52	76.32	77.19	37.33	99.56	77.15	57.83	134.17
b4024	NC_000913.3	4231884	4233233	-	1350	54.79	34.50	39.12	74.74	122.67	84.17	127.21	108.29	133.37	160.43	193.65	133.49
b4025	NC_000913.3	4233758	4235407	+	1650	1085.42	593.33	822.29	593.32	1560.02	659.23	1414.55	1597.55	1313.19	1233.99	2338.79	954.90
b4026	NC_000913.3	4235906	4236148	+	243	0.56	1.50	1.70	1.15	2.48	2	1.04	4.37	3.06	3.51	7.62	5.25
b4027	NC_000913.3	4236262	4236900	+	639	2.77	1.83	1.19	2.50	3.26	1.99	6.10	2.46	7.60	2.68	3.66	2.21
b4028	NC_000913.3	4236897	4237634	+	738	12.14	6.15	7.71	7.06	29.45	9.39	23.85	21.79	30.87	30.81	26.68	9.64
b4029	NC_000913.3	4237634	4239730	+	2097	21.11	4.92	13.33	15.83	32.81	12.18	35.51	31.28	34.30	42.70	40.55	30.77
b4620	NC_000913.3	4239777	4240055	-	279	2.84	3.33	4.50	1.33	4.18	2.88	2.42	2	0.33	2.10	3.05	3.85
b4030	NC_000913.3	4240325	4240735	+	411	16.05	8.21	9.52	24.06	16.43	20.94	29.83	29.38	22.35	26.48	23.94	41.24
b4031	NC_000913.3	4240779	4242254	-	1476	13.84	7.63	1.70	9.65	13.37	9.37	16.30	13.58	13.79	13.62	25.78	13.44
b4807	NC_000913.3	4242531	4242633	-	103	3	2	0	2	5	3.07	0.14	2.57	4.38	2.50	1.54	1.50
b4032	NC_000913.3	4242626	4243516	-	891	4.86	3.48	4.81	3	2.83	3.27	8.29	3.18	4.06	3.32	9.96	3.85
b4033	NC_000913.3	4243531	4245075	-	1545	11.16	6.79	2.94	7.22	16.56	13.78	18.90	12.90	21.66	25.89	26.59	17.52
b4034	NC_000913.3	4245229	4246419	-	1191	6.53	3.58	3.34	10.94	13.06	8.64	16.45	15.71	11.37	16.85	21.60	30.65
b4035	NC_000913.3	4246784	4247899	+	1116	7.57	2.08	5.06	14.75	7.04	8.16	11.49	4.06	5.84	7.43	9.62	24.19
b4036	NC_000913.3	4247971	4249311	+	1341	122.98	57.41	157.53	73.12	100.16	60.29	116.30	104.88	94.29	98.32	109.91	108.30
b4037	NC_000913.3	4249554	4250474	+	921	8.68	3.40	5.72	5.56	13.59	1.25	8.41	11.55	4.89	18.20	17.41	9.87
b4038	NC_000913.3	4250703	4252283	+	1581	5.65	2.79	5.56	12.93	11.12	10.42	11.44	10.36	13.10	16.89	10.47	14.09
b4039	NC_000913.3	4252506	4253003	+	498	116.77	67.40	77.40	101.99	148.65	128.46	154.15	167.99	152.70	132.58	220.28	184.40
b4040	NC_000913.3	4253016	4253888	+	873	110.10	77.92	115.02	128.63	216.05	109.85	159.23	232.97	168.63	241.20	295.74	194.71
b4041	NC_000913.3	4254043	4256466	-	2424	938.15	444.82	700.04	722.51	1049.11	811.53	1549.39	1041.06	1338.33	1440.57	1602.76	1167.72
b4042	NC_000913.3	4256637	4257005	+	369	25.62	18	29.17	42.96	44	60	78.80	65.25	95.09	101.05	70.36	85.00
b4043	NC_000913.3	4257115	4257723	+	609	1253.88	796.00	977.41	1224.44	1119.81	1202.21	1344.92	1176.71	1195.56	1272.89	1550.14	1624.11
b4044	NC_000913.3	4257742	4259121	+	1380	593.08	165.39	417.86	269.68	268.86	459.27	353.61	303.58	449.14	350.35	590.35	453.99
b4045	NC_000913.3	4259237	4259446	+	210	185.46	83.47	117.06	135.31	94.75	164.46	119.40	118.32	118.41	125.64	145.19	189.89
b4046	NC_000913.3	4259488	4260003	-	516	113.62	51.12	63.97	163.58	115.08	193.88	218.25	132.38	202.98	222.57	187.79	191.80
b4047	NC_000913.3	4260321	4260575	+	255	1.42	0.25	0.25	2.36	3.46	0.79	1.67	1	1.07	3.00	2.08	2.26
b4048	NC_000913.3	4260599	4261306	+	708	4.96	3.79	6.56	4.35	4.12	3.90	5.63	5.05	4.56	13.61	6.87	6.24
b4049	NC_000913.3	4261669	4262706	+	1038	140.10	79.57	122.01	163.69	190.12	179.62	285.28	184.43	288.12	293.98	288.06	344.66
b4050	NC_000913.3	4262840	4263082	+	243	7.25	1.40	9.33	6.29	19.29	12	11.86	11	20.90	11.47	15.58	15.21
b4758	NC_000913.3	4263139	4263249	+	111	23.08	9.15	21	70.56	50.50	88.40	92.42	42.45	61.14	78.90	94.20	188.72
b4051	NC_000913.3	4263248	4264231	-	984	48.36	24.01	37.11	66.75	31.60	65.34	49.50	33.43	43.73	43.04	66.29	85.04
b4052	NC_000913.3	4264314	4265729	+	1416	199.65	96.99	151.64	371.34	340.29	378.41	696.18	325.50	696.91	618.59	457.24	617.07
b4053	NC_000913.3	4265782	4266861	+	1080	134.84	75.61	91.29	216.49	237.85	227.83	419.94	216.01	431.76	467.88	360.57	335.27
b4054	NC_000913.3	4267114	4268307	+	1194	302.00	169.68	220.63	374.96	234.94	398.01	224.60	291.20	252.27	299.67	363.00	538.84
b4621	NC_000913.3	4268809	4269012	-	204	0.88	0	0.75	0	2.04	0.38	0	0.25	1.50	1.42	1.45	1.54
b4055	NC_000913.3	4269414	4270127	+	714	82.03	44.99	53.01	91.14	67.30	94.19	58.22	67.35	74.84	60.87	91.86	157.19
b4056	NC_000913.3	4270238	4270654	+	417	36.35	20.58	27.08	41.99	41.29	56.89	54.50	34.32	65.02	65.29	49.23	72.25
b4057	NC_000913.3	4270658	4271014	+	357	30.40	13.71	20.91	61.67	29.75	61.56	66.39	32.32	60.99	81.35	29.23	69.53
b4058	NC_000913.3	4271049	4273871	-	2823	367.63	177.31	248.98	407.59	386.20	491.51	708.68	374.48	647.51	682.68	571.29	604.05
b4059	NC_000913.3	4274125	4274661	+	537	294.09	164.03	236.23	433.26	363.45	476.41	577.98	363.42	547.23	581.82	492.42	681.62
b4060	NC_000913.3	4274760	4275041	-	282	281.28	98.50	186	104.80	141.21	171.89	162.26	119.30	183.38	189	210.61	218.67
b4061	NC_000913.3	4275471	4277057	+	1587	14.89	7.82	12.56	25.65	24.67	14.83	34.86	24.76	36.88	43.13	36.34	27.35
b4062	NC_000913.3	4277060	4277383	-	324	75.33	37.19	45.50	282.69	156.50	404.10	271.42	151	238.58	240.64	134.45	652.57
b4063	NC_000913.3	4277469	4277933	+	465	13.56	2.64	10.54	13.68	13.74	8.90	20.54	14.18	23.34	21.83	18.21	21.21
b4459	NC_000913.3	4277926	4278066	-	141	15.87	4.31	14.10	8.75	32.71	9	23.75	19.29	24.25	21.20	25.52	10.30
b4064	NC_000913.3	4278479	4279828	+	1350	48.20	22.46	54.82	75.59	81.64	92.38	134.88	100.07	126.37	163.91	117.51	135.37
b4065	NC_000913.3	4279980	4281629	+	1650	52.92	25.84	42.89	70.79	108.84	77.69	102.88	88.79	117.16	111.38	136.92	170.92
b4066	NC_000913.3	4281783	4283075	-	1293	3.16	2.82	8.54	10.85	11.94	10.49	17.37	12.49	21.45	16.60	18.66	10.25
b4067	NC_000913.3	4283253	4284902	-	1650	33.95	15.47	28.91	20.49	38.58	27.44	39.22	25.38	41.57	39.34	63.15	34.09
b4068	NC_000913.3	4284899	4285213	-	315	1.88	2.58	0.12	1.71	2	2.75	1.50	5.88	6.21	4.75	3.88	1.54
b4069	NC_000913.3	4285413	4287371	-	1959	13.56	11.86	12.89	15.55	21.43	20.09	19.49	17.35	15.60	20.92	27.56	24.82
b4821	NC_000913.3	4287611	4287667	+	57	2.29	1.66	4.35	6.50	5.81	3.69	4.00	2.81	7.28	4.20	8.17	4.34
b4070	NC_000913.3	4287764	4289200	+	1437	39.49	15.41	20.37	35.64	25.63	33.00	30.89	30.09	43.81	30.41	60.38	60.10
b4071	NC_000913.3	4289245	4289811	+	567	5.23	3.51	4.26	9.41	3.60	7.19	5.68	8.87	7.39	5.73	11.87	13.94
b4072	NC_000913.3	4289808	4290479	+	672	2.67	3.38	3.52	4.42	15.60	6.71	4.29	7.14	11.09	12.58	8.45	3.14
b4073	NC_000913.3	4290476	4291432	+	957	6.52	2.63	3.85	11.98	9.03	8.26	17.05	7.64	30.57	16.82	17.44	13.62
b4074	NC_000913.3	4291512	4293170	+	1659	29.01	22.89	30.69	30.74	52.15	27.96	81.32	53.35	64.11	63.96	91.17	47.77
b4075	NC_000913.3	4293163	4293546	+	384	4.26	0.45	1.74	3.18	5.39	3.57	4.63	1.65	2.20	9.75	5.88	3.21
b4076	NC_000913.3	4293543	4294139	+	597	7.68	6.22	5.17	1.97	8.10	6.53	5.97	16.02	10.87	10.93	15.57	9.65
b4077	NC_000913.3	4294481	4295794	+	1314	164.88	76.82	138.14	388.95	212.64	378.45	596.50	216.98	552.11	655.21	282.19	571.17
b4078	NC_000913.3	4296436	4297125	-	690	60.23	27.24	44.98	38.79	71.87	50.88	63.62	104.97	44.90	55.10	124.09	59.27
b4079	NC_000913.3	4297219	4299366	-	2148	36.34	12.09	25.45	21.85	49.52	34.13	82.83	70.78	65.87	94.49	119.64	54.09
b4080	NC_000913.3	4299564	4301030	-	1467	7.18	2.50	10.30	14.46	14.65	10.21	15.20	13.28	16.54	13.44	20.98	15.43
b4081	NC_000913.3	4301027	4303078	-	2052	12.33	7.25	8.02	4.96	8.14	5.48	12.88	12.16	16.38	17.57	12.93	10.52
b4082	NC_000913.3	4303078	4304109	-	1032	9.73	3.91	16.03	13.02	5.95	8.54	6.22	10.23	224.76	6.97	13.02	12.26
b4622	NC_000913.3	4304128	4304403	-	276	0.17	0.12	0	0.33	0.54	0.12	1.32	0.40	0.84	0.46	0.67	0.38
b4083	NC_000913.3	4304612	4306597	-	1986	8.73	1.93	5.98	6.86	5.70	8.97	13.62	16.96	16.34	16.81	21.08	12.94
b4084	NC_000913.3	4306870	4307799	-	930	6.85	1.62	5.01	13.42	11.42	5.40	11.65	5.06	9.69	12.71	18.29	11.93
b4085	NC_000913.3	4307783	4308478	-	696	4.63	2.62	1.45	8.70	3.07	11.09	9.62	4.90	6.20	8.27	16.77	2.70
b4086	NC_000913.3	4308489	4309469	-	981	7.24	2.44	2.29	3.91	5.59	4.68	4.95	8.37	5.69	5.53	4.29	6.26
b4087	NC_000913.3	4309448	4310980	-	1533	11.30	4.35	10.24	5.72	12.00	9.34	7.59	12.65	11.00	14.04	18.34	8.33
b4088	NC_000913.3	4311107	4312042	-	936	5.60	7.39	4.40	5.62	17.60	11.81	13.07	17.10	14.07	20.78	30.67	10.89
b4089	NC_000913.3	4312101	4312991	-	891	106.06	48.04	71.97	77.59	99.92	110.50	83.92	87.49	83.40	79.03	149.37	124.58
b4090	NC_000913.3	4313350	4313799	+	450	1.12	0.90	7.33	1.92	7.87	4.44	5.94	2.75	7.03	5.85	0	10.73
b4487	NC_000913.3	4313868	4314197	+	330	3.78	4.80	4.38	10.29	16.10	7.17	12.67	8.06	10.14	7.73	10.41	21.31
b4092	NC_000913.3	4314344	4315102	-	759	20.23	21.68	18.90	36.33	24.41	22.34	15.79	29.32	163.24	33.18	53.79	37.09
b4093	NC_000913.3	4315104	4315538	-	435	18.62	5.50	12.50	8.54	22.57	10.33	16.15	12.57	24.77	15.86	20.60	19.44
b4094	NC_000913.3	4315525	4316082	-	558	5.78	3.08	2.17	1.87	2.92	1	4.41	2.69	7.47	4.77	6.39	5.24
b4095	NC_000913.3	4316082	4317218	-	1137	15.05	10.13	3.65	12.76	13.58	11.83	15.14	13.34	12.89	13.67	17.01	15.92
b4096	NC_000913.3	4317215	4317895	-	681	6.02	2.35	7.85	4.54	1.89	7.18	4.14	3.80	7.64	9.85	9.43	8.59
b4097	NC_000913.3	4318006	4318764	-	759	2.24	1.11	3.62	0.61	3.04	2.07	6.99	4.10	5.65	3.57	2.23	8.72
